1.000017	0.000000	0.000003	
0.916687	0.083323	0.000000	
0.833351	0.166659	0.000000	
0.750014	0.249996	0.000000	
0.666678	0.333332	0.000000	
0.583341	0.416669	0.000000	
0.500005	0.500005	0.000000	
0.416669	0.583341	0.000000	
0.333332	0.666678	0.000000	
0.249996	0.750014	0.000000	
0.166659	0.833351	0.000000	
0.083323	0.916687	0.000000	
0.000000	1.000017	0.000003	
0.916682	0.000000	0.083328	
0.494806	0.288868	0.216326	
0.461869	0.316996	0.221135	
0.441173	0.337692	0.221135	
0.420477	0.358388	0.221135	
0.399781	0.379084	0.221135	
0.379084	0.399781	0.221135	
0.358388	0.420477	0.221135	
0.337692	0.441173	0.221135	
0.316996	0.461869	0.221135	
0.288868	0.494806	0.216326	
0.000000	0.916682	0.083328	
0.833346	0.000000	0.166664	
0.471924	0.288868	0.239208	
0.432221	0.322964	0.244815	
0.408765	0.343998	0.247237	
0.392573	0.360190	0.247237	
0.376382	0.376382	0.247237	
0.360190	0.392573	0.247237	
0.343998	0.408765	0.247237	
0.322964	0.432221	0.244815	
0.288868	0.471924	0.239208	
0.000000	0.833346	0.166664	
0.750010	0.000000	0.250000	
0.449042	0.288868	0.262090	
0.414012	0.322964	0.263025	
0.391720	0.344745	0.263535	
0.375040	0.361084	0.263876	
0.361084	0.375040	0.263876	
0.344745	0.391720	0.263535	
0.322964	0.414012	0.263025	
0.288868	0.449042	0.262090	
0.000000	0.750010	0.250000	
0.666675	0.000000	0.333335	
0.426160	0.288868	0.284972	
0.395802	0.322964	0.281234	
0.376062	0.344745	0.279193	
0.361084	0.361084	0.277831	
0.344745	0.376062	0.279193	
0.322964	0.395802	0.281234	
0.288868	0.426160	0.284972	
0.000000	0.666675	0.333335	
0.583339	0.000000	0.416671	
0.403278	0.288868	0.307854	
0.377592	0.322964	0.299444	
0.360403	0.344745	0.294852	
0.344745	0.360403	0.294852	
0.322964	0.377592	0.299444	
0.288868	0.403278	0.307854	
0.000000	0.583339	0.416671	
0.500004	-0.000000	0.500006	
0.380396	0.288868	0.330737	
0.359383	0.322964	0.317653	
0.344745	0.344745	0.310510	
0.322964	0.359383	0.317653	
0.288868	0.380396	0.330737	
-0.000000	0.500004	0.500006	
0.416668	0.000000	0.583342	
0.357514	0.288868	0.353619	
0.341173	0.322964	0.335863	
0.322964	0.341173	0.335863	
0.288868	0.357514	0.353619	
0.000000	0.416668	0.583342	
0.333332	0.000000	0.666678	
0.334632	0.288868	0.376501	
0.322964	0.322964	0.354073	
0.288868	0.334632	0.376501	
0.000000	0.333332	0.666678	
0.249997	0.000000	0.750013	
0.311750	0.288868	0.399383	
0.288868	0.311750	0.399383	
0.000000	0.249997	0.750013	
0.166661	0.000000	0.833349	
0.288868	0.288868	0.422265	
0.000000	0.166661	0.833349	
0.083326	0.000000	0.916684	
0.000000	0.083326	0.916684	
0.000000	0.000000	1.000020	
0.366667	0.366667	0.266667	
