1.000000	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	
0.666667	0.333333	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	
0.333333	0.666667	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	
0.000010	1.000000	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	
0.666667	0.000010	0.333333	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	
0.333333	0.333333	0.333333	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	
0.000010	0.666667	0.333333	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	
0.333333	0.000010	0.666667	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	
0.000010	0.333333	0.666667	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	
0.000010	0.000010	1.000000	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	
0.666667	0.000010	0.000010	0.333333	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	
0.333333	0.333333	0.000010	0.333333	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	
0.000010	0.666667	0.000010	0.333333	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	
0.333333	0.000010	0.333333	0.333333	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	
0.000010	0.333333	0.333333	0.333333	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	
0.000010	0.000010	0.666667	0.333333	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	
0.333333	0.000010	0.000010	0.666667	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	
0.000010	0.333333	0.000010	0.666667	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	
0.000010	0.000010	0.333333	0.666667	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	
0.000010	0.000010	0.000010	1.000000	0.000010	0.000010	0.000010	0.000010	0.000010	0.000010	
0.666667	0.000010	0.000010	0.000010	0.333333	0.000010	0.000010	0.000010	0.000010	0.000010	
0.333333	0.333333	0.000010	0.000010	0.333333	0.000010	0.000010	0.000010	0.000010	0.000010	
0.000010	0.666667	0.000010	0.000010	0.333333	0.000010	0.000010	0.000010	0.000010	0.000010	
0.333333	0.000010	0.333333	0.000010	0.333333	0.000010	0.000010	0.000010	0.000010	0.000010	
0.000010	0.333333	0.333333	0.000010	0.333333	0.000010	0.000010	0.000010	0.000010	0.000010	
0.000010	0.000010	0.666667	0.000010	0.333333	0.000010	0.000010	0.000010	0.000010	0.000010	
0.333333	0.000010	0.000010	0.333333	0.333333	0.000010	0.000010	0.000010	0.000010	0.000010	
0.000010	0.333333	0.000010	0.333333	0.333333	0.000010	0.000010	0.000010	0.000010	0.000010	
0.000010	0.000010	0.333333	0.333333	0.333333	0.000010	0.000010	0.000010	0.000010	0.000010	
0.000010	0.000010	0.000010	0.666667	0.333333	0.000010	0.000010	0.000010	0.000010	0.000010	
0.333333	0.000010	0.000010	0.000010	0.666667	0.000010	0.000010	0.000010	0.000010	0.000010	
0.000010	0.333333	0.000010	0.000010	0.666667	0.000010	0.000010	0.000010	0.000010	0.000010	
0.000010	0.000010	0.333333	0.000010	0.666667	0.000010	0.000010	0.000010	0.000010	0.000010	
0.000010	0.000010	0.000010	0.333333	0.666667	0.000010	0.000010	0.000010	0.000010	0.000010	
0.000010	0.000010	0.000010	0.000010	1.000000	0.000010	0.000010	0.000010	0.000010	0.000010	
0.666667	0.000010	0.000010	0.000010	0.000010	0.333333	0.000010	0.000010	0.000010	0.000010	
0.333333	0.333333	0.000010	0.000010	0.000010	0.333333	0.000010	0.000010	0.000010	0.000010	
0.000010	0.666667	0.000010	0.000010	0.000010	0.333333	0.000010	0.000010	0.000010	0.000010	
0.333333	0.000010	0.333333	0.000010	0.000010	0.333333	0.000010	0.000010	0.000010	0.000010	
0.000010	0.333333	0.333333	0.000010	0.000010	0.333333	0.000010	0.000010	0.000010	0.000010	
0.000010	0.000010	0.666667	0.000010	0.000010	0.333333	0.000010	0.000010	0.000010	0.000010	
0.333333	0.000010	0.000010	0.333333	0.000010	0.333333	0.000010	0.000010	0.000010	0.000010	
