0.306667	0.186669	0.506669	
0.290000	0.203333	0.506669	
0.273333	0.220000	0.506669	
0.256667	0.236667	0.506669	
0.240000	0.253333	0.506669	
0.223333	0.270000	0.506669	
0.206667	0.286667	0.506669	
0.190000	0.303333	0.506669	
0.173333	0.320000	0.506669	
0.156667	0.336667	0.506669	
0.140000	0.353333	0.506669	
0.123333	0.370000	0.506669	
0.106669	0.386667	0.506669	
0.290000	0.186669	0.523333	
0.303906	0.196782	0.499312	
0.283599	0.217088	0.499312	
0.263293	0.237395	0.499312	
0.242987	0.257701	0.499312	
0.222681	0.278007	0.499312	
0.202374	0.298313	0.499312	
0.182068	0.318619	0.499312	
0.161762	0.338926	0.499312	
0.141456	0.359232	0.499312	
0.121150	0.379538	0.499312	
0.106669	0.370000	0.523333	
0.273333	0.186669	0.540000	
0.254579	0.203841	0.541580	
0.238194	0.220226	0.541580	
0.221810	0.236610	0.541580	
0.205425	0.252995	0.541580	
0.189041	0.269379	0.541580	
0.172656	0.285764	0.541580	
0.156272	0.302148	0.541580	
0.139887	0.318533	0.541580	
0.123503	0.334917	0.541580	
0.106669	0.353333	0.540000	
0.256667	0.186669	0.556667	
0.227666	0.206802	0.565532	
0.210093	0.221961	0.567945	
0.195879	0.236176	0.567945	
0.181664	0.250391	0.567945	
0.167449	0.264606	0.567945	
0.153234	0.278821	0.567945	
0.139019	0.293036	0.567945	
0.124804	0.307250	0.567945	
0.106669	0.336667	0.556667	
0.240000	0.186669	0.573333	
0.212927	0.206802	0.580271	
0.189442	0.223132	0.587426	
0.176690	0.235884	0.587426	
0.163938	0.248636	0.587426	
0.151186	0.261388	0.587426	
0.138434	0.274140	0.587426	
0.125682	0.286892	0.587426	
0.106669	0.320000	0.573333	
0.223333	0.186669	0.590000	
0.198187	0.206802	0.595011	
0.173005	0.223999	0.602996	
0.161337	0.235667	0.602996	
0.149669	0.247335	0.602996	
0.138001	0.259003	0.602996	
0.126185	0.271455	0.602359	
0.106669	0.303333	0.590000	
0.206667	0.186669	0.606667	
0.183448	0.206802	0.609750	
0.160408	0.224309	0.615284	
0.148480	0.235497	0.616023	
0.137661	0.246316	0.616023	
0.126185	0.259542	0.614272	
0.106669	0.286667	0.606667	
0.190000	0.186669	0.623333	
0.168708	0.206802	0.624490	
0.149127	0.224309	0.626565	
0.137384	0.235359	0.627257	
0.126185	0.247629	0.626185	
0.106669	0.270000	0.623333	
0.173333	0.186669	0.640000	
0.153969	0.206802	0.639229	
0.137846	0.224309	0.637846	
0.126185	0.235716	0.638099	
0.106669	0.253333	0.640000	
0.156667	0.186669	0.656667	
0.139229	0.206802	0.653969	
0.126185	0.223803	0.650012	
0.106669	0.236667	0.656667	
0.140000	0.186669	0.673333	
0.124490	0.206802	0.668708	
0.106669	0.220000	0.673333	
0.123333	0.186669	0.690000	
0.106669	0.203333	0.690000	
0.106669	0.186669	0.706667	
0.133333	0.233333	0.633333	
