1.000010	0.000000	
0.562392	0.437608	
0.544697	0.455303	
0.534016	0.465984	
0.526286	0.473714	
0.520203	0.479797	
0.515174	0.484826	
0.510881	0.489119	
0.507132	0.492868	
0.503801	0.496199	
0.500802	0.499198	
0.498074	0.501926	
0.495570	0.504430	
0.493256	0.506744	
0.491103	0.508897	
0.489092	0.510908	
0.487202	0.512798	
0.485421	0.514579	
0.483737	0.516263	
0.482138	0.517862	
0.480617	0.519383	
0.479165	0.520835	
0.477778	0.522222	
0.476449	0.523551	
0.475173	0.524827	
0.473946	0.526054	
0.472765	0.527235	
0.471626	0.528374	
0.470526	0.529474	
0.469462	0.530538	
0.468433	0.531567	
0.467435	0.532565	
0.466467	0.533533	
0.465528	0.534472	
0.464614	0.535386	
0.463726	0.536274	
0.462861	0.537139	
0.462019	0.537981	
0.461198	0.538802	
0.460397	0.539603	
0.459615	0.540385	
0.458852	0.541148	
0.458105	0.541895	
0.457376	0.542624	
0.456662	0.543338	
0.455963	0.544037	
0.455279	0.544721	
0.454608	0.545392	
0.453951	0.546049	
0.453307	0.546693	
0.452675	0.547325	
0.452055	0.547945	
0.451446	0.548554	
0.450848	0.549152	
0.450261	0.549739	
0.449680	0.550320	
0.449090	0.550910	
0.448486	0.551514	
0.447868	0.552132	
0.447236	0.552764	
0.446589	0.553411	
0.445926	0.554074	
0.445247	0.554753	
0.444549	0.555451	
0.443834	0.556166	
0.443099	0.556901	
0.442343	0.557657	
0.441565	0.558435	
0.440764	0.559236	
0.439938	0.560062	
0.439086	0.560914	
0.438206	0.561794	
0.437296	0.562704	
0.436353	0.563647	
0.435375	0.564625	
0.434360	0.565640	
0.433304	0.566696	
0.432204	0.567796	
0.431056	0.568944	
0.429855	0.570145	
0.428596	0.571404	
0.427273	0.572727	
0.425878	0.574122	
0.424404	0.575596	
0.422841	0.577159	
0.421176	0.578824	
0.419395	0.580605	
0.417479	0.582521	
0.415407	0.584593	
0.413149	0.586851	
0.410667	0.589333	
0.407910	0.592090	
0.404807	0.595193	
0.401254	0.598746	
0.397092	0.602908	
0.392057	0.607943	
0.385660	0.614340	
0.376820	0.623180	
0.362176	0.637824	
0.000000	1.000010	
0.450000	0.550000
