1.000010	0.000000	
0.506272	0.493728	
0.496945	0.503055	
0.491407	0.508593	
0.487441	0.512559	
0.484343	0.515657	
0.481798	0.518202	
0.479637	0.520363	
0.477757	0.522243	
0.476093	0.523907	
0.474601	0.525399	
0.473247	0.526753	
0.472008	0.527992	
0.470866	0.529134	
0.469806	0.530194	
0.468817	0.531183	
0.467891	0.532109	
0.467019	0.532981	
0.466196	0.533804	
0.465416	0.534584	
0.464675	0.535325	
0.463969	0.536031	
0.463295	0.536705	
0.462651	0.537349	
0.462033	0.537967	
0.461439	0.538561	
0.460869	0.539131	
0.460319	0.539681	
0.459789	0.540211	
0.459277	0.540723	
0.458782	0.541218	
0.458302	0.541698	
0.457838	0.542162	
0.457387	0.542613	
0.456949	0.543051	
0.456524	0.543476	
0.456111	0.543889	
0.455708	0.544292	
0.455316	0.544684	
0.454934	0.545066	
0.454561	0.545439	
0.454197	0.545803	
0.453842	0.546158	
0.453495	0.546505	
0.453156	0.546844	
0.452824	0.547176	
0.452499	0.547501	
0.452181	0.547819	
0.451869	0.548131	
0.451564	0.548436	
0.451265	0.548735	
0.450971	0.549029	
0.450683	0.549317	
0.450401	0.549599	
0.450123	0.549877	
0.449849	0.550151	
0.449570	0.550430	
0.449284	0.550716	
0.448992	0.551008	
0.448693	0.551307	
0.448386	0.551614	
0.448072	0.551928	
0.447749	0.552251	
0.447418	0.552582	
0.447078	0.552922	
0.446728	0.553272	
0.446368	0.553632	
0.445997	0.554003	
0.445615	0.554385	
0.445221	0.554779	
0.444814	0.555186	
0.444392	0.555608	
0.443956	0.556044	
0.443504	0.556496	
0.443034	0.556966	
0.442546	0.557454	
0.442038	0.557962	
0.441508	0.558492	
0.440954	0.559046	
0.440373	0.559627	
0.439764	0.560236	
0.439122	0.560878	
0.438445	0.561555	
0.437728	0.562272	
0.436966	0.563034	
0.436152	0.563848	
0.435280	0.564720	
0.434341	0.565659	
0.433321	0.566679	
0.432208	0.567792	
0.430980	0.569020	
0.429611	0.570389	
0.428065	0.571935	
0.426287	0.573713	
0.424194	0.575806	
0.421645	0.578355	
0.418383	0.581617	
0.413827	0.586173	
0.406154	0.593846	
0.000000	1.000010	
0.450000	0.550000	
